origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
JFK,2013,7,20,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,20,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,20,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,20,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,23,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,21,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,21,22,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,21,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,22,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,22,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,22,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,22,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,23,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,23,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,23,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,5,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,24,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,24,22,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,24,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,25,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,25,23,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,25,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,26,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,26,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,26,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,23,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,5,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,27,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,27,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,27,1,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,28,23,0,0,0,0,0,NA,0,0,10,0
JFK,2013,7,28,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,28,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,7,28,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,28,22,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,28,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,7,28,19,0,0,0,0,0,NA,0,0,10,0
